wavelength transmission
201 0.2066
790 0.1152
791 0.1999
792 0.3528
793 0.6802
794 1.3509
795 2.837
796 6.3187
797 14.6678
798 34.0232
799 62.8796
800 87.0122
801 94.9191
802 94.8322
803 94.455
804 95.1156
805 95.6379
806 96.3308
807 95.9808
808 95.1411
809 94.3746
810 93.1928
811 92.0095
812 92.3253
813 92.729
814 93.756
815 93.5195
816 87.6699
817 71.3513
818 47.7772
819 26.7382
820 13.8119
821 7.0052
822 3.6197
823 1.9391
824 1.0882
825 0.6393
826 0.3785
827 0.2294
828 0.1477
